record_id,vehicle_vin,day_idx,sample_idx,timestamp,speed_kmh,motor_rpm,battery_soc,battery_voltage,battery_current,battery_temp_c,state_at_sample,assigned_day_index,ved_reference_veh_id,synthetic_gap_indicator,event_sequence_index,latitude,longitude,accel_z,telemetry_coverage,subject_zone
EV_REC_32337,VF8VNF_0023,6,81,2026-01-07T20:15:00,0.0,0,41.02,286.77,-1.62,41.5,IDLE,6,371,False,81,21.024636,105.832858,0.0,full,VN
EV_REC_32338,VF8VNF_0023,6,82,2026-01-07T20:30:00,0.0,0,41.6,293.58,1.99,24.66,IDLE,6,371,False,82,21.028695,105.809979,0.0,full,VN
EV_REC_32339,VF8VNF_0023,6,83,2026-01-07T20:45:00,0.0,0,40.8,295.53,-1.65,35.12,IDLE,6,371,False,83,21.019268,105.827494,0.0,full,VN
EV_REC_32340,VF8VNF_0023,6,84,2026-01-07T21:00:00,0.0,0,43.65,291.34,-38.43,23.75,CHARGING,6,371,False,84,21.029821,105.820421,0.0,full,VN
EV_REC_32341,VF8VNF_0023,6,85,2026-01-07T21:15:00,0.0,0,43.78,294.86,-39.45,35.34,CHARGING,6,371,False,85,21.029439,105.816355,0.0,full,VN
EV_REC_32342,VF8VNF_0023,6,86,2026-01-07T21:30:00,0.0,0,47.89,292.76,-46.13,39.5,CHARGING,6,371,False,86,21.022820,105.820152,0.0,full,VN
EV_REC_32343,VF8VNF_0023,6,87,2026-01-07T21:45:00,0.0,0,48.5,295.25,-29.76,29.26,CHARGING,6,371,False,87,21.031124,105.823668,0.0,full,VN
EV_REC_32344,VF8VNF_0023,6,88,2026-01-07T22:00:00,0.0,0,52.2,292.43,-47.63,28.44,CHARGING,6,371,False,88,21.029918,105.826220,0.0,full,VN
EV_REC_32345,VF8VNF_0023,6,89,2026-01-07T22:15:00,0.0,0,54.05,293.31,-41.97,37.87,CHARGING,6,371,False,89,21.019463,105.822973,0.0,full,VN
EV_REC_32346,VF8VNF_0023,6,90,2026-01-07T22:30:00,0.0,0,55.81,294.91,-19.21,24.32,CHARGING,6,371,False,90,21.028919,105.820307,0.0,full,VN
EV_REC_32347,VF8VNF_0023,6,91,2026-01-07T22:45:00,0.0,0,57.59,296.07,-35.88,28.29,CHARGING,6,371,False,91,21.019400,105.829038,0.0,full,VN
EV_REC_32348,VF8VNF_0023,6,92,2026-01-07T23:00:00,0.0,0,59.94,292.55,-48.17,34.2,CHARGING,6,371,False,92,21.030124,105.820163,0.0,full,VN
EV_REC_32349,VF8VNF_0023,6,93,2026-01-07T23:15:00,0.0,0,63.27,295.71,-58.78,28.0,CHARGING,6,371,False,93,21.024791,105.825063,0.0,full,VN
EV_REC_32350,VF8VNF_0023,6,94,2026-01-07T23:30:00,0.0,0,66.19,296.45,-38.64,28.58,CHARGING,6,371,False,94,21.021434,105.821439,0.0,full,VN
EV_REC_32351,VF8VNF_0023,6,95,2026-01-07T23:45:00,0.0,0,69.44,296.84,-43.67,23.33,CHARGING,6,371,False,95,21.020629,105.828993,0.0,full,VN
EV_REC_32352,VF8VNF_0023,7,0,2026-01-08T00:00:00,0.0,0,72.44,296.07,-27.72,38.05,CHARGING,7,371,False,0,21.029981,105.826679,0.0,full,VN
EV_REC_32353,VF8VNF_0023,7,1,2026-01-08T00:15:00,0.0,0,76.0,297.55,-46.8,29.04,CHARGING,7,371,False,1,21.028366,105.824944,0.0,full,VN
EV_REC_32354,VF8VNF_0023,7,2,2026-01-08T00:30:00,0.0,0,76.67,299.73,-29.73,30.77,CHARGING,7,371,False,2,21.016644,105.816306,0.0,full,VN
EV_REC_32355,VF8VNF_0023,7,3,2026-01-08T00:45:00,0.0,0,80.79,295.08,-37.7,30.86,CHARGING,7,371,False,3,21.032333,105.824923,0.0,full,VN
EV_REC_32356,VF8VNF_0023,7,4,2026-01-08T01:00:00,0.0,0,80.2,292.39,-38.61,27.64,CHARGING,7,371,False,4,21.025174,105.822021,0.0,full,VN
EV_REC_32357,VF8VNF_0023,7,5,2026-01-08T01:15:00,0.0,0,83.51,302.37,-36.13,28.96,CHARGING,7,371,False,5,21.010688,105.818483,0.0,full,VN
EV_REC_32358,VF8VNF_0023,7,6,2026-01-08T01:30:00,0.0,0,86.06,299.0,-41.49,31.92,CHARGING,7,371,False,6,21.026942,105.826202,0.0,full,VN
EV_REC_32359,VF8VNF_0023,7,7,2026-01-08T01:45:00,0.0,0,87.07,299.01,-43.0,33.67,CHARGING,7,371,False,7,21.029865,105.823879,0.0,full,VN
EV_REC_32360,VF8VNF_0023,7,8,2026-01-08T02:00:00,0.0,0,91.05,298.72,-47.14,35.42,CHARGING,7,371,False,8,21.023389,105.831416,0.0,full,VN
EV_REC_32361,VF8VNF_0023,7,9,2026-01-08T02:15:00,0.0,0,91.94,295.81,1.67,32.23,IDLE,7,371,False,9,21.033956,105.824578,0.0,full,VN
EV_REC_32362,VF8VNF_0023,7,10,2026-01-08T02:30:00,0.0,0,93.21,300.3,0.05,28.28,IDLE,7,371,False,10,21.027801,105.820754,0.0,full,VN
EV_REC_32363,VF8VNF_0023,7,11,2026-01-08T02:45:00,0.0,0,92.18,295.71,3.19,36.48,IDLE,7,371,False,11,21.020518,105.819342,0.0,full,VN
EV_REC_32364,VF8VNF_0023,7,12,2026-01-08T03:00:00,0.0,0,92.72,300.88,-0.89,35.28,IDLE,7,371,False,12,21.011565,105.819438,0.0,full,VN
EV_REC_32365,VF8VNF_0023,7,13,2026-01-08T03:15:00,0.0,0,92.58,299.06,2.24,28.25,IDLE,7,371,False,13,21.018913,105.827081,0.0,full,VN
EV_REC_32366,VF8VNF_0023,7,14,2026-01-08T03:30:00,0.0,0,91.68,301.3,0.37,28.35,IDLE,7,371,False,14,21.023708,105.826813,0.0,full,VN
EV_REC_32367,VF8VNF_0023,7,15,2026-01-08T03:45:00,0.0,0,90.25,299.35,-0.65,30.68,IDLE,7,371,False,15,21.018892,105.824760,0.0,full,VN
EV_REC_32368,VF8VNF_0023,7,16,2026-01-08T04:00:00,0.0,0,92.39,302.93,2.2,38.99,IDLE,7,371,False,16,21.019662,105.825257,0.0,full,VN
EV_REC_32369,VF8VNF_0023,7,17,2026-01-08T04:15:00,0.0,0,92.63,298.2,0.04,44.01,IDLE,7,371,False,17,21.017894,105.820663,0.0,full,VN
EV_REC_32370,VF8VNF_0023,7,18,2026-01-08T04:30:00,0.0,0,92.82,301.44,-0.37,31.5,IDLE,7,371,False,18,21.023074,105.820593,0.0,full,VN
EV_REC_32371,VF8VNF_0023,7,19,2026-01-08T04:45:00,0.0,0,92.03,298.57,1.25,20.55,IDLE,7,371,False,19,21.025427,105.826334,0.0,full,VN
EV_REC_32372,VF8VNF_0023,7,20,2026-01-08T05:00:00,0.0,0,92.6,301.15,-0.07,32.69,IDLE,7,371,False,20,21.022646,105.825782,0.0,full,VN
EV_REC_32373,VF8VNF_0023,7,21,2026-01-08T05:15:00,0.0,0,91.27,300.95,-4.88,28.05,IDLE,7,371,False,21,21.031507,105.822383,0.0,full,VN
EV_REC_32374,VF8VNF_0023,7,22,2026-01-08T05:30:00,0.0,0,92.25,298.18,-0.26,28.97,IDLE,7,371,False,22,21.029186,105.828085,0.0,full,VN
EV_REC_32375,VF8VNF_0023,7,23,2026-01-08T05:45:00,0.0,0,91.8,301.82,3.97,31.7,IDLE,7,371,False,23,21.027608,105.820648,0.0,full,VN
EV_REC_32376,VF8VNF_0023,7,24,2026-01-08T06:00:00,15.8,1153,92.3,303.41,31.98,32.64,DRIVING_PASSENGER,7,371,False,24,20.982831,105.842227,0.741,full,VN
EV_REC_32377,VF8VNF_0023,7,25,2026-01-08T06:15:00,47.67,3238,91.6,303.87,15.65,31.93,DRIVING_PASSENGER,7,371,False,25,21.069341,105.801225,0.111,full,VN
EV_REC_32378,VF8VNF_0023,7,26,2026-01-08T06:30:00,41.59,2926,90.9,294.74,21.49,32.03,DRIVING_PASSENGER,7,371,False,26,21.010953,105.842288,0.251,full,VN
EV_REC_32379,VF8VNF_0023,7,27,2026-01-08T06:45:00,31.67,2316,90.84,299.26,0.0,32.46,DRIVING_PASSENGER,7,371,False,27,21.029495,105.834764,0.379,full,VN
EV_REC_32380,VF8VNF_0023,7,28,2026-01-08T07:00:00,31.06,2458,90.51,299.59,3.89,37.06,DRIVING_PASSENGER,7,371,False,28,21.022881,105.821007,-0.196,full,VN
EV_REC_32381,VF8VNF_0023,7,29,2026-01-08T07:15:00,0.0,0,32.19,288.0,-4.52,37.56,IDLE,7,371,False,29,21.027383,105.828332,0.0,full,VN
EV_REC_32382,VF8VNF_0023,7,30,2026-01-08T07:30:00,56.01,4140,89.19,299.44,26.13,23.88,DRIVING_PASSENGER,7,371,False,30,21.027408,105.855318,-0.355,full,VN
EV_REC_32383,VF8VNF_0023,7,31,2026-01-08T07:45:00,0.0,0,85.67,298.06,4.48,27.52,IDLE,7,371,False,31,21.024049,105.819981,0.0,full,VN
EV_REC_32384,VF8VNF_0023,7,32,2026-01-08T08:00:00,26.66,1753,85.52,300.25,22.51,26.35,DEADHEAD,7,371,False,32,21.019384,105.793804,0.305,full,VN
EV_REC_32385,VF8VNF_0023,7,33,2026-01-08T08:15:00,44.44,3202,84.95,302.28,16.51,41.16,DRIVING_PASSENGER,7,371,False,33,21.046890,105.773198,0.316,full,VN
EV_REC_32386,VF8VNF_0023,7,34,2026-01-08T08:30:00,0.0,0,31.71,287.1,1.99,31.52,IDLE,7,371,False,34,21.029397,105.823762,0.0,full,VN
EV_REC_32387,VF8VNF_0023,7,35,2026-01-08T08:45:00,35.23,2439,82.06,300.64,2.98,32.06,DRIVING_PASSENGER,7,371,False,35,20.999627,105.798762,0.397,full,VN
EV_REC_32388,VF8VNF_0023,7,36,2026-01-08T09:00:00,36.16,2682,80.03,299.22,24.88,35.24,DRIVING_PASSENGER,7,371,False,36,21.032197,105.852401,0.12,full,VN
EV_REC_32389,VF8VNF_0023,7,37,2026-01-08T09:15:00,56.11,3887,79.63,294.52,0.25,23.02,DRIVING_PASSENGER,7,371,False,37,20.954049,105.813118,0.013,full,VN
EV_REC_32390,VF8VNF_0023,7,38,2026-01-08T09:30:00,0.0,0,79.54,296.81,2.97,33.32,IDLE,7,371,False,38,21.033133,105.815488,0.0,full,VN
EV_REC_32391,VF8VNF_0023,7,39,2026-01-08T09:45:00,34.74,2442,79.01,294.44,34.37,30.3,DRIVING_PASSENGER,7,371,False,39,21.025527,105.800836,-0.267,full,VN
EV_REC_32392,VF8VNF_0023,7,40,2026-01-08T10:00:00,0.0,0,31.72,290.11,-2.94,28.79,IDLE,7,371,False,40,21.025843,105.819888,0.0,full,VN
EV_REC_32393,VF8VNF_0023,7,41,2026-01-08T10:15:00,55.25,4076,75.65,294.74,37.52,31.8,DRIVING_PASSENGER,7,371,False,41,21.016893,105.799469,-0.692,full,VN
EV_REC_32394,VF8VNF_0023,7,42,2026-01-08T10:30:00,38.84,2818,75.71,298.02,5.44,30.68,DRIVING_PASSENGER,7,371,False,42,21.020484,105.850886,0.772,full,VN
EV_REC_32395,VF8VNF_0023,7,43,2026-01-08T10:45:00,6.51,505,72.92,302.03,16.68,36.27,DRIVING_PASSENGER,7,371,False,43,21.043492,105.792776,-0.486,full,VN
EV_REC_32396,VF8VNF_0023,7,44,2026-01-08T11:00:00,0.0,0,75.04,298.45,2.03,27.28,IDLE,7,371,False,44,21.028584,105.831114,0.0,full,VN
EV_REC_32397,VF8VNF_0023,7,45,2026-01-08T11:15:00,49.61,3614,71.46,294.72,21.81,27.74,DRIVING_PASSENGER,7,371,False,45,21.004209,105.836548,-0.012,full,VN
EV_REC_32398,VF8VNF_0023,7,46,2026-01-08T11:30:00,48.2,3507,70.91,297.83,14.37,29.55,DRIVING_PASSENGER,7,371,False,46,20.988496,105.813924,-0.278,full,VN
EV_REC_32399,VF8VNF_0023,7,47,2026-01-08T11:45:00,0.0,0,70.02,296.69,-5.96,20.0,IDLE,7,371,False,47,21.029720,105.821039,0.0,full,VN
EV_REC_32400,VF8VNF_0023,7,48,2026-01-08T12:00:00,43.46,3126,70.65,297.55,46.55,35.21,DRIVING_PASSENGER,7,371,False,48,21.037594,105.806753,0.132,full,VN
EV_REC_32401,VF8VNF_0023,7,49,2026-01-08T12:15:00,37.33,2558,68.49,295.63,33.45,24.55,DRIVING_PASSENGER,7,371,False,49,20.985838,105.813986,-0.161,full,VN
EV_REC_32402,VF8VNF_0023,7,50,2026-01-08T12:30:00,0.0,0,33.24,287.67,0.22,44.91,IDLE,7,371,False,50,21.024631,105.823681,0.0,full,VN
EV_REC_32403,VF8VNF_0023,7,51,2026-01-08T12:45:00,60.98,4286,68.15,297.53,6.88,30.94,DRIVING_PASSENGER,7,371,False,51,21.016602,105.829972,-0.102,full,VN
EV_REC_32404,VF8VNF_0023,7,52,2026-01-08T13:00:00,0.0,0,66.03,295.78,-2.33,31.02,IDLE,7,371,False,52,21.021521,105.824098,0.0,full,VN
EV_REC_32405,VF8VNF_0023,7,53,2026-01-08T13:15:00,0.0,0,30.65,296.99,3.46,35.79,IDLE,7,371,False,53,21.026850,105.817760,0.0,full,VN
EV_REC_32406,VF8VNF_0023,7,54,2026-01-08T13:30:00,0.0,0,32.57,292.89,0.91,23.01,IDLE,7,371,False,54,21.020275,105.831968,0.0,full,VN
EV_REC_32407,VF8VNF_0023,7,55,2026-01-08T13:45:00,0.0,0,33.65,289.04,0.06,27.27,IDLE,7,371,False,55,21.016783,105.827496,0.0,full,VN
EV_REC_32408,VF8VNF_0023,7,56,2026-01-08T14:00:00,0.0,0,31.92,293.95,-0.93,29.6,IDLE,7,371,False,56,21.026168,105.832776,0.0,full,VN
EV_REC_32409,VF8VNF_0023,7,57,2026-01-08T14:15:00,0.0,0,32.66,292.87,-1.67,29.85,IDLE,7,371,False,57,21.026169,105.830929,0.0,full,VN
EV_REC_32410,VF8VNF_0023,7,58,2026-01-08T14:30:00,0.0,0,30.87,295.44,1.52,32.84,IDLE,7,371,False,58,21.035965,105.837570,0.0,full,VN
EV_REC_32411,VF8VNF_0023,7,59,2026-01-08T14:45:00,0.0,0,32.05,287.11,2.35,34.48,IDLE,7,371,False,59,21.031645,105.829352,0.0,full,VN
EV_REC_32412,VF8VNF_0023,7,60,2026-01-08T15:00:00,0.0,0,33.57,292.23,0.4,32.46,IDLE,7,371,False,60,21.025877,105.824626,0.0,full,VN
EV_REC_32413,VF8VNF_0023,7,61,2026-01-08T15:15:00,0.0,0,31.58,289.36,-2.94,24.97,IDLE,7,371,False,61,21.022574,105.828874,0.0,full,VN
EV_REC_32414,VF8VNF_0023,7,62,2026-01-08T15:30:00,0.0,0,32.31,291.9,-3.52,41.9,IDLE,7,371,False,62,21.025283,105.815289,0.0,full,VN
EV_REC_32415,VF8VNF_0023,7,63,2026-01-08T15:45:00,0.0,0,33.26,288.3,3.1,35.75,IDLE,7,371,False,63,21.018906,105.827476,0.0,full,VN
EV_REC_32416,VF8VNF_0023,7,64,2026-01-08T16:00:00,0.0,0,31.37,294.49,-1.39,34.27,IDLE,7,371,False,64,21.028798,105.819034,0.0,full,VN
EV_REC_32417,VF8VNF_0023,7,65,2026-01-08T16:15:00,0.0,0,31.78,289.77,-1.11,35.0,IDLE,7,371,False,65,21.021988,105.817662,0.0,full,VN
EV_REC_32418,VF8VNF_0023,7,66,2026-01-08T16:30:00,0.0,0,32.28,293.11,0.03,38.32,IDLE,7,371,False,66,21.023410,105.825427,0.0,full,VN
EV_REC_32419,VF8VNF_0023,7,67,2026-01-08T16:45:00,0.0,0,31.58,290.85,-1.38,31.53,IDLE,7,371,False,67,21.036428,105.826560,0.0,full,VN
EV_REC_32420,VF8VNF_0023,7,68,2026-01-08T17:00:00,0.0,0,33.85,288.64,2.63,37.48,IDLE,7,371,False,68,21.020781,105.826792,0.0,full,VN
EV_REC_32421,VF8VNF_0023,7,69,2026-01-08T17:15:00,0.0,0,31.2,286.45,-0.35,34.58,IDLE,7,371,False,69,21.027713,105.837069,0.0,full,VN
EV_REC_32422,VF8VNF_0023,7,70,2026-01-08T17:30:00,0.0,0,32.86,291.7,-2.79,35.13,IDLE,7,371,False,70,21.007946,105.821316,0.0,full,VN
EV_REC_32423,VF8VNF_0023,7,71,2026-01-08T17:45:00,0.0,0,33.7,293.5,3.52,32.6,IDLE,7,371,False,71,21.025896,105.817685,0.0,full,VN
EV_REC_32424,VF8VNF_0023,7,72,2026-01-08T18:00:00,0.0,0,33.11,292.99,-2.85,20.0,IDLE,7,371,False,72,21.028817,105.822428,0.0,full,VN
EV_REC_32425,VF8VNF_0023,7,73,2026-01-08T18:15:00,0.0,0,33.4,293.87,-0.67,34.63,IDLE,7,371,False,73,21.032893,105.828870,0.0,full,VN
EV_REC_32426,VF8VNF_0023,7,74,2026-01-08T18:30:00,0.0,0,34.86,290.71,1.1,20.0,IDLE,7,371,False,74,21.022442,105.826510,0.0,full,VN
EV_REC_32427,VF8VNF_0023,7,75,2026-01-08T18:45:00,0.0,0,31.49,294.17,0.81,37.73,IDLE,7,371,False,75,21.023656,105.822403,0.0,full,VN
EV_REC_32428,VF8VNF_0023,7,76,2026-01-08T19:00:00,0.0,0,34.89,291.81,0.2,26.33,IDLE,7,371,False,76,21.032466,105.824294,0.0,full,VN
EV_REC_32429,VF8VNF_0023,7,77,2026-01-08T19:15:00,0.0,0,31.74,294.75,-0.93,22.03,IDLE,7,371,False,77,21.017603,105.816415,0.0,full,VN
EV_REC_32430,VF8VNF_0023,7,78,2026-01-08T19:30:00,0.0,0,31.06,288.74,2.48,30.65,IDLE,7,371,False,78,21.026471,105.823535,0.0,full,VN
EV_REC_32431,VF8VNF_0023,7,79,2026-01-08T19:45:00,0.0,0,31.53,289.51,2.59,32.56,IDLE,7,371,False,79,21.028802,105.826788,0.0,full,VN
EV_REC_32432,VF8VNF_0023,7,80,2026-01-08T20:00:00,0.0,0,32.47,288.63,0.89,28.24,IDLE,7,371,False,80,21.022480,105.826304,0.0,full,VN
EV_REC_32433,VF8VNF_0023,7,81,2026-01-08T20:15:00,0.0,0,30.13,288.96,-0.07,27.31,IDLE,7,371,False,81,21.018649,105.827218,0.0,full,VN
EV_REC_32434,VF8VNF_0023,7,82,2026-01-08T20:30:00,0.0,0,30.84,290.17,2.17,38.68,IDLE,7,371,False,82,21.021939,105.824143,0.0,full,VN
EV_REC_32435,VF8VNF_0023,7,83,2026-01-08T20:45:00,0.0,0,33.49,289.05,0.1,36.82,IDLE,7,371,False,83,21.028512,105.829468,0.0,full,VN
EV_REC_32436,VF8VNF_0023,7,84,2026-01-08T21:00:00,0.0,0,30.98,293.05,-1.72,34.68,IDLE,7,371,False,84,21.030325,105.830544,0.0,full,VN
EV_REC_32437,VF8VNF_0023,7,85,2026-01-08T21:15:00,0.0,0,32.47,288.81,-2.17,39.23,IDLE,7,371,False,85,21.024139,105.821477,0.0,full,VN
EV_REC_32438,VF8VNF_0023,7,86,2026-01-08T21:30:00,0.0,0,34.24,291.96,-35.68,30.35,CHARGING,7,371,False,86,21.028238,105.822395,0.0,full,VN
EV_REC_32439,VF8VNF_0023,7,87,2026-01-08T21:45:00,0.0,0,35.36,288.34,-38.51,31.88,CHARGING,7,371,False,87,21.023927,105.814133,0.0,full,VN
EV_REC_32440,VF8VNF_0023,7,88,2026-01-08T22:00:00,0.0,0,36.57,294.54,-14.43,39.47,CHARGING,7,371,False,88,21.015241,105.817808,0.0,full,VN
EV_REC_32441,VF8VNF_0023,7,89,2026-01-08T22:15:00,0.0,0,37.21,294.54,-29.39,40.58,CHARGING,7,371,False,89,21.020429,105.820444,0.0,full,VN
EV_REC_32442,VF8VNF_0023,7,90,2026-01-08T22:30:00,0.0,0,40.73,295.15,-66.5,33.32,CHARGING,7,371,False,90,21.017263,105.818347,0.0,full,VN
EV_REC_32443,VF8VNF_0023,7,91,2026-01-08T22:45:00,0.0,0,41.81,287.73,-39.6,39.19,CHARGING,7,371,False,91,21.029256,105.830664,0.0,full,VN
EV_REC_32444,VF8VNF_0023,7,92,2026-01-08T23:00:00,0.0,0,44.49,292.74,-33.74,26.48,CHARGING,7,371,False,92,21.026985,105.828200,0.0,full,VN
EV_REC_32445,VF8VNF_0023,7,93,2026-01-08T23:15:00,0.0,0,45.33,288.0,-46.74,39.45,CHARGING,7,371,False,93,21.033566,105.835230,0.0,full,VN
EV_REC_32446,VF8VNF_0023,7,94,2026-01-08T23:30:00,0.0,0,45.73,290.38,-48.18,39.56,CHARGING,7,371,False,94,21.029589,105.831431,0.0,full,VN
EV_REC_32447,VF8VNF_0023,7,95,2026-01-08T23:45:00,0.0,0,48.07,290.88,-57.18,45.0,CHARGING,7,371,False,95,21.022955,105.833684,0.0,full,VN
EV_REC_32448,VF8VNF_0023,8,0,2026-01-09T00:00:00,0.0,0,72.53,294.59,-34.09,27.1,CHARGING,8,371,False,0,21.020137,105.827525,0.0,full,VN
EV_REC_32449,VF8VNF_0023,8,1,2026-01-09T00:15:00,0.0,0,70.76,295.72,-53.9,30.18,CHARGING,8,371,False,1,21.029730,105.826048,0.0,full,VN
EV_REC_32450,VF8VNF_0023,8,2,2026-01-09T00:30:00,0.0,0,74.35,299.66,-37.14,20.0,CHARGING,8,371,False,2,21.026055,105.821392,0.0,full,VN
EV_REC_32451,VF8VNF_0023,8,3,2026-01-09T00:45:00,0.0,0,78.43,296.18,-40.12,34.43,CHARGING,8,371,False,3,21.026001,105.830767,0.0,full,VN
EV_REC_32452,VF8VNF_0023,8,4,2026-01-09T01:00:00,0.0,0,76.81,299.92,-44.09,34.83,CHARGING,8,371,False,4,21.024103,105.829551,0.0,full,VN
EV_REC_32453,VF8VNF_0023,8,5,2026-01-09T01:15:00,0.0,0,82.56,294.91,-38.2,32.43,CHARGING,8,371,False,5,21.024705,105.829896,0.0,full,VN
EV_REC_32454,VF8VNF_0023,8,6,2026-01-09T01:30:00,0.0,0,80.91,295.96,-26.78,35.54,CHARGING,8,371,False,6,21.022734,105.821996,0.0,full,VN
EV_REC_32455,VF8VNF_0023,8,7,2026-01-09T01:45:00,0.0,0,85.44,302.52,-34.51,20.0,CHARGING,8,371,False,7,21.034258,105.819375,0.0,full,VN
EV_REC_32456,VF8VNF_0023,8,8,2026-01-09T02:00:00,0.0,0,86.58,300.44,-45.48,21.17,CHARGING,8,371,False,8,21.020438,105.830925,0.0,full,VN
EV_REC_32457,VF8VNF_0023,8,9,2026-01-09T02:15:00,0.0,0,87.92,299.4,-36.94,36.08,CHARGING,8,371,False,9,21.029827,105.824630,0.0,full,VN
EV_REC_32458,VF8VNF_0023,8,10,2026-01-09T02:30:00,0.0,0,89.95,298.91,-23.81,32.21,CHARGING,8,371,False,10,21.027494,105.827089,0.0,full,VN
EV_REC_32459,VF8VNF_0023,8,11,2026-01-09T02:45:00,0.0,0,91.14,305.38,-43.22,29.06,CHARGING,8,371,False,11,21.036159,105.821440,0.0,full,VN
EV_REC_32460,VF8VNF_0023,8,12,2026-01-09T03:00:00,0.0,0,93.57,301.25,-0.2,32.91,IDLE,8,371,False,12,21.027686,105.814318,0.0,full,VN
EV_REC_32461,VF8VNF_0023,8,13,2026-01-09T03:15:00,0.0,0,93.03,299.41,-0.6,30.24,IDLE,8,371,False,13,21.029041,105.818262,0.0,full,VN
EV_REC_32462,VF8VNF_0023,8,14,2026-01-09T03:30:00,0.0,0,92.5,298.75,3.45,32.24,IDLE,8,371,False,14,21.027971,105.823232,0.0,full,VN
EV_REC_32463,VF8VNF_0023,8,15,2026-01-09T03:45:00,0.0,0,93.66,297.81,-1.64,32.51,IDLE,8,371,False,15,21.020917,105.813585,0.0,full,VN
EV_REC_32464,VF8VNF_0023,8,16,2026-01-09T04:00:00,0.0,0,92.56,300.67,2.38,27.03,IDLE,8,371,False,16,21.025213,105.822561,0.0,full,VN
EV_REC_32465,VF8VNF_0023,8,17,2026-01-09T04:15:00,0.0,0,92.69,300.46,1.0,27.5,IDLE,8,371,False,17,21.027250,105.828708,0.0,full,VN
EV_REC_32466,VF8VNF_0023,8,18,2026-01-09T04:30:00,0.0,0,92.47,300.6,2.62,27.37,IDLE,8,371,False,18,21.028121,105.823748,0.0,full,VN
EV_REC_32467,VF8VNF_0023,8,19,2026-01-09T04:45:00,0.0,0,93.36,303.03,4.25,27.19,IDLE,8,371,False,19,21.029451,105.832056,0.0,full,VN
EV_REC_32468,VF8VNF_0023,8,20,2026-01-09T05:00:00,0.0,0,93.0,295.85,2.65,30.38,IDLE,8,371,False,20,21.023477,105.827364,0.0,full,VN
EV_REC_32469,VF8VNF_0023,8,21,2026-01-09T05:15:00,0.0,0,94.03,300.0,-0.24,39.05,IDLE,8,371,False,21,21.025898,105.830654,0.0,full,VN
EV_REC_32470,VF8VNF_0023,8,22,2026-01-09T05:30:00,0.0,0,94.42,296.45,1.35,23.88,IDLE,8,371,False,22,21.019722,105.826987,0.0,full,VN
EV_REC_32471,VF8VNF_0023,8,23,2026-01-09T05:45:00,0.0,0,93.47,301.37,-1.1,30.7,IDLE,8,371,False,23,21.026331,105.818992,0.0,full,VN
EV_REC_32472,VF8VNF_0023,8,24,2026-01-09T06:00:00,11.08,910,91.72,297.51,9.22,33.66,DEADHEAD,8,371,False,24,21.072050,105.841735,0.208,full,VN
EV_REC_32473,VF8VNF_0023,8,25,2026-01-09T06:15:00,41.65,2927,93.31,304.23,0.0,26.5,DRIVING_PASSENGER,8,371,False,25,21.024507,105.816919,-0.451,full,VN
EV_REC_32474,VF8VNF_0023,8,26,2026-01-09T06:30:00,27.18,1880,92.73,298.33,0.96,29.53,DRIVING_PASSENGER,8,371,False,26,21.006627,105.837286,-0.116,full,VN
EV_REC_32475,VF8VNF_0023,8,27,2026-01-09T06:45:00,38.26,2353,90.88,298.84,0.0,34.2,DEADHEAD,8,371,False,27,21.044749,105.806095,0.057,full,VN
EV_REC_32476,VF8VNF_0023,8,28,2026-01-09T07:00:00,26.48,1776,89.49,291.41,11.27,36.81,DRIVING_PASSENGER,8,371,False,28,21.069095,105.832904,0.164,full,VN
EV_REC_32477,VF8VNF_0023,8,29,2026-01-09T07:15:00,0.0,0,32.41,294.28,0.39,27.66,IDLE,8,371,False,29,21.018224,105.824455,0.0,full,VN
EV_REC_32478,VF8VNF_0023,8,30,2026-01-09T07:30:00,25.32,1956,87.28,300.3,0.0,35.09,DRIVING_PASSENGER,8,371,False,30,21.023183,105.844742,-0.237,full,VN
EV_REC_32479,VF8VNF_0023,8,31,2026-01-09T07:45:00,0.0,0,32.81,288.49,0.71,22.83,IDLE,8,371,False,31,21.016882,105.825908,0.0,full,VN
EV_REC_32480,VF8VNF_0023,8,32,2026-01-09T08:00:00,37.66,2643,87.4,298.83,39.39,23.11,DRIVING_PASSENGER,8,371,False,32,20.975254,105.826542,0.326,full,VN
EV_REC_32481,VF8VNF_0023,8,33,2026-01-09T08:15:00,0.0,0,85.43,299.6,2.47,25.63,IDLE,8,371,False,33,21.026117,105.835168,0.0,full,VN
EV_REC_32482,VF8VNF_0023,8,34,2026-01-09T08:30:00,31.71,2292,84.2,304.88,0.0,33.97,DEADHEAD,8,371,False,34,21.003553,105.818427,-0.162,full,VN
EV_REC_32483,VF8VNF_0023,8,35,2026-01-09T08:45:00,21.02,1475,84.33,298.54,0.0,22.93,DRIVING_PASSENGER,8,371,False,35,20.999086,105.834272,-0.335,full,VN
EV_REC_32484,VF8VNF_0023,8,36,2026-01-09T09:00:00,24.06,1876,82.07,299.16,0.74,40.77,DEADHEAD,8,371,False,36,21.026216,105.849128,0.128,full,VN
EV_REC_32485,VF8VNF_0023,8,37,2026-01-09T09:15:00,21.09,1639,81.21,297.2,20.64,38.15,DEADHEAD,8,371,False,37,21.026149,105.799376,0.055,full,VN
