record_id,vehicle_vin,day_idx,sample_idx,timestamp,speed_kmh,motor_rpm,battery_soc,battery_voltage,battery_current,battery_temp_c,state_at_sample,assigned_day_index,ved_reference_veh_id,synthetic_gap_indicator,event_sequence_index,latitude,longitude,accel_z,telemetry_coverage
EV_REC_53944,VF8VNF_0038,6,88,2026-01-07T22:00:00,0.0,0,45.23,280.0,-32.58,40.51,CHARGING,6,560,False,88,21.027588,105.818961,0.0,full
EV_REC_53945,VF8VNF_0038,6,89,2026-01-07T22:15:00,0.0,0,48.13,280.0,-36.76,26.9,CHARGING,6,560,False,89,21.02788,105.828637,0.0,full
EV_REC_53946,VF8VNF_0038,6,90,2026-01-07T22:30:00,0.0,0,49.22,280.0,-48.07,37.66,CHARGING,6,560,False,90,21.030355,105.819213,0.0,full
EV_REC_53947,VF8VNF_0038,6,91,2026-01-07T22:45:00,0.0,0,52.67,280.0,-47.83,28.83,CHARGING,6,560,False,91,21.025024,105.824075,0.0,full
EV_REC_53948,VF8VNF_0038,6,92,2026-01-07T23:00:00,0.0,0,54.6,280.0,-39.74,35.37,CHARGING,6,560,False,92,21.014803,105.818843,0.0,full
EV_REC_53949,VF8VNF_0038,6,93,2026-01-07T23:15:00,0.0,0,56.59,280.0,-51.6,28.35,CHARGING,6,560,False,93,21.021619,105.828346,0.0,full
EV_REC_53950,VF8VNF_0038,6,94,2026-01-07T23:30:00,0.0,0,56.55,280.0,-25.45,30.93,CHARGING,6,560,False,94,21.022535,105.829956,0.0,full
EV_REC_53951,VF8VNF_0038,6,95,2026-01-07T23:45:00,0.0,0,60.46,280.0,-39.92,26.56,CHARGING,6,560,False,95,21.029185,105.823551,0.0,full
EV_REC_53952,VF8VNF_0038,7,0,2026-01-08T00:00:00,0.0,0,62.17,280.0,-49.02,30.28,CHARGING,7,560,False,0,21.025296,105.819893,0.0,full
EV_REC_53953,VF8VNF_0038,7,1,2026-01-08T00:15:00,0.0,0,61.62,280.0,-55.64,25.46,CHARGING,7,560,False,1,21.021907,105.818242,0.0,full
EV_REC_53954,VF8VNF_0038,7,2,2026-01-08T00:30:00,0.0,0,65.63,280.0,-43.04,21.26,CHARGING,7,560,False,2,21.014078,105.829744,0.0,full
EV_REC_53955,VF8VNF_0038,7,3,2026-01-08T00:45:00,0.0,0,66.37,280.0,-49.61,33.9,CHARGING,7,560,False,3,21.024426,105.825479,0.0,full
EV_REC_53956,VF8VNF_0038,7,4,2026-01-08T01:00:00,0.0,0,69.31,280.0,-22.3,28.44,CHARGING,7,560,False,4,21.029331,105.825416,0.0,full
EV_REC_53957,VF8VNF_0038,7,5,2026-01-08T01:15:00,0.0,0,70.25,280.0,-28.56,32.15,CHARGING,7,560,False,5,21.023437,105.825415,0.0,full
EV_REC_53958,VF8VNF_0038,7,6,2026-01-08T01:30:00,0.0,0,72.68,280.0,-38.81,23.9,CHARGING,7,560,False,6,21.028235,105.818986,0.0,full
EV_REC_53959,VF8VNF_0038,7,7,2026-01-08T01:45:00,0.0,0,75.08,280.0,-52.94,32.23,CHARGING,7,560,False,7,21.022563,105.821889,0.0,full
EV_REC_53960,VF8VNF_0038,7,8,2026-01-08T02:00:00,0.0,0,76.92,280.0,-32.38,32.92,CHARGING,7,560,False,8,21.023744,105.830133,0.0,full
EV_REC_53961,VF8VNF_0038,7,9,2026-01-08T02:15:00,0.0,0,77.67,280.0,-50.35,27.06,CHARGING,7,560,False,9,21.023347,105.824889,0.0,full
EV_REC_53962,VF8VNF_0038,7,10,2026-01-08T02:30:00,0.0,0,81.31,280.0,-41.75,40.25,CHARGING,7,560,False,10,21.015965,105.832608,0.0,full
EV_REC_53963,VF8VNF_0038,7,11,2026-01-08T02:45:00,0.0,0,83.17,280.0,-42.03,30.63,CHARGING,7,560,False,11,21.026244,105.829125,0.0,full
EV_REC_53964,VF8VNF_0038,7,12,2026-01-08T03:00:00,0.0,0,82.37,280.0,-35.62,24.88,CHARGING,7,560,False,12,21.022967,105.828048,0.0,full
EV_REC_53965,VF8VNF_0038,7,13,2026-01-08T03:15:00,0.0,0,85.72,280.0,-36.39,25.23,CHARGING,7,560,False,13,21.022096,105.826988,0.0,full
EV_REC_53966,VF8VNF_0038,7,14,2026-01-08T03:30:00,0.0,0,87.51,280.0,-41.05,35.21,CHARGING,7,560,False,14,21.026635,105.829862,0.0,full
EV_REC_53967,VF8VNF_0038,7,15,2026-01-08T03:45:00,0.0,0,87.87,280.0,-43.4,40.93,CHARGING,7,560,False,15,21.033906,105.826542,0.0,full
EV_REC_53968,VF8VNF_0038,7,16,2026-01-08T04:00:00,0.0,0,93.0,280.0,-25.9,26.39,CHARGING,7,560,False,16,21.019395,105.823197,0.0,full
EV_REC_53969,VF8VNF_0038,7,17,2026-01-08T04:15:00,0.0,0,90.87,280.0,-30.98,33.42,CHARGING,7,560,False,17,21.02344,105.826917,0.0,full
EV_REC_53970,VF8VNF_0038,7,18,2026-01-08T04:30:00,0.0,0,95.8,280.0,-34.86,30.97,CHARGING,7,560,False,18,21.025388,105.822347,0.0,full
EV_REC_53971,VF8VNF_0038,7,19,2026-01-08T04:45:00,0.0,0,95.9,280.0,-44.86,27.45,CHARGING,7,560,False,19,21.035774,105.826408,0.0,full
EV_REC_53972,VF8VNF_0038,7,20,2026-01-08T05:00:00,0.0,0,95.43,280.0,-0.62,32.49,IDLE,7,560,False,20,21.026225,105.822353,0.0,full
EV_REC_53973,VF8VNF_0038,7,21,2026-01-08T05:15:00,0.0,0,98.3,280.0,-3.16,31.75,IDLE,7,560,False,21,21.034021,105.822332,0.0,full
EV_REC_53974,VF8VNF_0038,7,22,2026-01-08T05:30:00,0.0,0,98.39,280.0,1.74,32.15,IDLE,7,560,False,22,21.01587,105.818257,0.0,full
EV_REC_53975,VF8VNF_0038,7,23,2026-01-08T05:45:00,0.0,0,95.94,280.0,0.74,36.83,IDLE,7,560,False,23,21.027527,105.825064,0.0,full
EV_REC_53976,VF8VNF_0038,7,24,2026-01-08T06:00:00,34.46,3055,97.06,280.0,11.52,37.83,DEADHEAD,7,560,False,24,21.022298,105.843949,0.146,full
EV_REC_53977,VF8VNF_0038,7,25,2026-01-08T06:15:00,0.0,0,40.8,280.0,-1.36,34.02,IDLE,7,560,False,25,21.021505,105.819431,0.0,full
EV_REC_53978,VF8VNF_0038,7,26,2026-01-08T06:30:00,27.93,1855,96.05,280.0,27.02,38.89,DEADHEAD,7,560,False,26,21.02124,105.81837,0.218,full
EV_REC_53979,VF8VNF_0038,7,27,2026-01-08T06:45:00,0.0,0,40.78,280.0,0.22,28.84,IDLE,7,560,False,27,21.031553,105.824478,0.0,full
EV_REC_53980,VF8VNF_0038,7,28,2026-01-08T07:00:00,48.38,3562,93.72,280.0,11.79,36.34,DRIVING_PASSENGER,7,560,False,28,21.032395,105.818042,-0.188,full
EV_REC_53981,VF8VNF_0038,7,29,2026-01-08T07:15:00,24.4,2087,92.11,280.0,1.85,33.69,DEADHEAD,7,560,False,29,20.964296,105.833339,-0.406,full
EV_REC_53982,VF8VNF_0038,7,30,2026-01-08T07:30:00,0.0,0,41.31,280.0,2.87,24.74,IDLE,7,560,False,30,21.02102,105.831273,0.0,full
EV_REC_53983,VF8VNF_0038,7,31,2026-01-08T07:45:00,14.78,637,92.09,280.0,0.0,35.95,DEADHEAD,7,560,False,31,21.022984,105.831054,0.161,full
EV_REC_53984,VF8VNF_0038,7,32,2026-01-08T08:00:00,0.0,0,89.04,280.0,1.08,34.09,IDLE,7,560,False,32,21.026085,105.822501,0.0,full
EV_REC_53985,VF8VNF_0038,7,33,2026-01-08T08:15:00,0.0,0,88.15,280.0,1.7,33.85,IDLE,7,560,False,33,21.024488,105.815548,0.0,full
EV_REC_53986,VF8VNF_0038,7,34,2026-01-08T08:30:00,0.0,0,41.39,280.0,-2.55,31.83,IDLE,7,560,False,34,21.024505,105.824122,0.0,full
EV_REC_53987,VF8VNF_0038,7,35,2026-01-08T08:45:00,51.46,3663,88.01,280.0,11.17,33.07,DRIVING_PASSENGER,7,560,False,35,21.1,105.817484,0.207,full
EV_REC_53988,VF8VNF_0038,7,36,2026-01-08T09:00:00,57.47,4555,87.28,280.0,34.84,28.5,DRIVING_PASSENGER,7,560,False,36,20.956878,105.839739,-0.852,full
EV_REC_53989,VF8VNF_0038,7,37,2026-01-08T09:15:00,0.0,0,38.02,280.0,-3.31,34.25,IDLE,7,560,False,37,21.025983,105.826934,0.0,full
EV_REC_53990,VF8VNF_0038,7,38,2026-01-08T09:30:00,23.25,1598,84.83,280.0,43.47,26.79,DRIVING_PASSENGER,7,560,False,38,21.041148,105.825248,0.36,full
EV_REC_53991,VF8VNF_0038,7,39,2026-01-08T09:45:00,0.0,0,38.56,280.0,-1.15,31.66,IDLE,7,560,False,39,21.032059,105.820394,0.0,full
EV_REC_53992,VF8VNF_0038,7,40,2026-01-08T10:00:00,0.0,0,83.1,280.0,-5.49,38.23,IDLE,7,560,False,40,21.014583,105.829007,0.0,full
EV_REC_53993,VF8VNF_0038,7,41,2026-01-08T10:15:00,0.0,0,82.52,280.0,0.25,37.31,IDLE,7,560,False,41,21.0247,105.826796,0.0,full
EV_REC_53994,VF8VNF_0038,7,42,2026-01-08T10:30:00,0.0,0,40.7,280.0,0.04,41.11,IDLE,7,560,False,42,21.023526,105.818384,0.0,full
EV_REC_53995,VF8VNF_0038,7,43,2026-01-08T10:45:00,0.0,0,39.28,280.0,-1.49,37.27,IDLE,7,560,False,43,21.028506,105.82615,0.0,full
EV_REC_53996,VF8VNF_0038,7,44,2026-01-08T11:00:00,0.0,0,38.47,280.0,0.44,25.07,IDLE,7,560,False,44,21.024504,105.817099,0.0,full
EV_REC_53997,VF8VNF_0038,7,45,2026-01-08T11:15:00,0.0,0,40.72,280.0,0.7,27.41,IDLE,7,560,False,45,21.036047,105.834991,0.0,full
EV_REC_53998,VF8VNF_0038,7,46,2026-01-08T11:30:00,0.0,0,39.82,280.0,6.19,30.77,IDLE,7,560,False,46,21.032248,105.821557,0.0,full
EV_REC_53999,VF8VNF_0038,7,47,2026-01-08T11:45:00,0.0,0,40.49,280.0,1.09,35.87,IDLE,7,560,False,47,21.028034,105.819655,0.0,full
EV_REC_54000,VF8VNF_0038,7,48,2026-01-08T12:00:00,0.0,0,39.54,280.0,-0.81,30.35,IDLE,7,560,False,48,21.02918,105.829199,0.0,full
EV_REC_54001,VF8VNF_0038,7,49,2026-01-08T12:15:00,0.0,0,40.78,280.0,-3.62,41.18,IDLE,7,560,False,49,21.026217,105.825648,0.0,full
EV_REC_54002,VF8VNF_0038,7,50,2026-01-08T12:30:00,0.0,0,40.11,280.0,-0.64,30.99,IDLE,7,560,False,50,21.026178,105.818391,0.0,full
EV_REC_54003,VF8VNF_0038,7,51,2026-01-08T12:45:00,0.0,0,41.63,280.0,0.85,30.9,IDLE,7,560,False,51,21.020916,105.825486,0.0,full
EV_REC_54004,VF8VNF_0038,7,52,2026-01-08T13:00:00,0.0,0,40.43,280.0,0.63,29.01,IDLE,7,560,False,52,21.016531,105.816388,0.0,full
EV_REC_54005,VF8VNF_0038,7,53,2026-01-08T13:15:00,0.0,0,40.52,280.0,-3.54,32.61,IDLE,7,560,False,53,21.03095,105.828745,0.0,full
EV_REC_54006,VF8VNF_0038,7,54,2026-01-08T13:30:00,0.0,0,39.1,280.0,-0.31,34.88,IDLE,7,560,False,54,21.037314,105.8234,0.0,full
EV_REC_54007,VF8VNF_0038,7,55,2026-01-08T13:45:00,0.0,0,40.87,280.0,2.7,38.99,IDLE,7,560,False,55,21.021637,105.825847,0.0,full
EV_REC_54008,VF8VNF_0038,7,56,2026-01-08T14:00:00,0.0,0,40.28,280.0,-1.95,35.86,IDLE,7,560,False,56,21.019501,105.825065,0.0,full
EV_REC_54009,VF8VNF_0038,7,57,2026-01-08T14:15:00,0.0,0,41.0,280.0,-0.49,31.25,IDLE,7,560,False,57,21.027021,105.833715,0.0,full
EV_REC_54010,VF8VNF_0038,7,58,2026-01-08T14:30:00,0.0,0,40.71,280.0,0.97,27.24,IDLE,7,560,False,58,21.019717,105.82446,0.0,full
EV_REC_54011,VF8VNF_0038,7,59,2026-01-08T14:45:00,0.0,0,40.48,280.0,0.7,26.56,IDLE,7,560,False,59,21.026911,105.834689,0.0,full
EV_REC_54012,VF8VNF_0038,7,60,2026-01-08T15:00:00,0.0,0,41.23,280.0,0.02,29.24,IDLE,7,560,False,60,21.018071,105.826983,0.0,full
EV_REC_54013,VF8VNF_0038,7,61,2026-01-08T15:15:00,0.0,0,40.62,280.0,-0.77,32.85,IDLE,7,560,False,61,21.019154,105.820378,0.0,full
EV_REC_54014,VF8VNF_0038,7,62,2026-01-08T15:30:00,0.0,0,40.48,280.0,-0.5,22.7,IDLE,7,560,False,62,21.01972,105.832471,0.0,full
EV_REC_54015,VF8VNF_0038,7,63,2026-01-08T15:45:00,0.0,0,39.93,280.0,0.84,31.69,IDLE,7,560,False,63,21.024663,105.830589,0.0,full
EV_REC_54016,VF8VNF_0038,7,64,2026-01-08T16:00:00,0.0,0,39.54,280.0,-3.07,23.74,IDLE,7,560,False,64,21.022193,105.819392,0.0,full
EV_REC_54017,VF8VNF_0038,7,65,2026-01-08T16:15:00,0.0,0,40.07,280.0,1.18,34.83,IDLE,7,560,False,65,21.021307,105.825458,0.0,full
EV_REC_54018,VF8VNF_0038,7,66,2026-01-08T16:30:00,0.0,0,41.32,280.0,-5.62,36.35,IDLE,7,560,False,66,21.021614,105.822408,0.0,full
EV_REC_54019,VF8VNF_0038,7,67,2026-01-08T16:45:00,0.0,0,39.95,280.0,2.19,28.89,IDLE,7,560,False,67,21.022933,105.817005,0.0,full
EV_REC_54020,VF8VNF_0038,7,68,2026-01-08T17:00:00,0.0,0,41.7,280.0,-2.97,26.85,IDLE,7,560,False,68,21.0272,105.825436,0.0,full
EV_REC_54021,VF8VNF_0038,7,69,2026-01-08T17:15:00,0.0,0,40.28,280.0,2.79,29.55,IDLE,7,560,False,69,21.020298,105.825399,0.0,full
EV_REC_54022,VF8VNF_0038,7,70,2026-01-08T17:30:00,0.0,0,41.5,280.0,-1.69,33.6,IDLE,7,560,False,70,21.016107,105.836157,0.0,full
EV_REC_54023,VF8VNF_0038,7,71,2026-01-08T17:45:00,0.0,0,41.2,280.0,-3.81,20.0,IDLE,7,560,False,71,21.031219,105.818697,0.0,full
EV_REC_54024,VF8VNF_0038,7,72,2026-01-08T18:00:00,0.0,0,39.37,280.0,-0.5,31.74,IDLE,7,560,False,72,21.012354,105.820388,0.0,full
EV_REC_54025,VF8VNF_0038,7,73,2026-01-08T18:15:00,0.0,0,40.72,280.0,-0.77,39.01,IDLE,7,560,False,73,21.022042,105.828408,0.0,full
EV_REC_54026,VF8VNF_0038,7,74,2026-01-08T18:30:00,0.0,0,42.24,280.0,-43.78,32.23,CHARGING,7,560,False,74,21.03486,105.82091,0.0,full
EV_REC_54027,VF8VNF_0038,7,75,2026-01-08T18:45:00,0.0,0,45.16,280.0,-44.65,37.32,CHARGING,7,560,False,75,21.023979,105.820413,0.0,full
EV_REC_54028,VF8VNF_0038,7,76,2026-01-08T19:00:00,0.0,0,43.25,280.0,-64.19,31.57,CHARGING,7,560,False,76,21.022369,105.82283,0.0,full
EV_REC_54029,VF8VNF_0038,7,77,2026-01-08T19:15:00,0.0,0,46.05,280.0,-32.34,39.8,CHARGING,7,560,False,77,21.026928,105.822917,0.0,full
EV_REC_54030,VF8VNF_0038,7,78,2026-01-08T19:30:00,0.0,0,48.33,280.0,-24.65,34.15,CHARGING,7,560,False,78,21.019469,105.822669,0.0,full
EV_REC_54031,VF8VNF_0038,7,79,2026-01-08T19:45:00,0.0,0,51.83,280.0,-44.25,32.64,CHARGING,7,560,False,79,21.025423,105.822844,0.0,full
EV_REC_54032,VF8VNF_0038,7,80,2026-01-08T20:00:00,0.0,0,51.18,280.0,-29.38,38.37,CHARGING,7,560,False,80,21.021257,105.826806,0.0,full
EV_REC_54033,VF8VNF_0038,7,81,2026-01-08T20:15:00,0.0,0,53.0,280.0,-29.63,32.19,CHARGING,7,560,False,81,21.023106,105.82264,0.0,full
EV_REC_54034,VF8VNF_0038,7,82,2026-01-08T20:30:00,0.0,0,54.75,280.0,-46.3,32.95,CHARGING,7,560,False,82,21.031493,105.827062,0.0,full
EV_REC_54035,VF8VNF_0038,7,83,2026-01-08T20:45:00,0.0,0,56.9,280.0,-50.5,34.09,CHARGING,7,560,False,83,21.021444,105.829506,0.0,full
EV_REC_54036,VF8VNF_0038,7,84,2026-01-08T21:00:00,0.0,0,58.14,280.0,-57.78,34.61,CHARGING,7,560,False,84,21.033915,105.82781,0.0,full
EV_REC_54037,VF8VNF_0038,7,85,2026-01-08T21:15:00,0.0,0,59.63,280.0,-37.39,29.03,CHARGING,7,560,False,85,21.020357,105.826092,0.0,full
EV_REC_54038,VF8VNF_0038,7,86,2026-01-08T21:30:00,0.0,0,61.12,280.0,-49.83,31.47,CHARGING,7,560,False,86,21.028222,105.839433,0.0,full
EV_REC_54039,VF8VNF_0038,7,87,2026-01-08T21:45:00,0.0,0,63.49,280.0,-36.47,25.14,CHARGING,7,560,False,87,21.027472,105.82593,0.0,full
EV_REC_54040,VF8VNF_0038,7,88,2026-01-08T22:00:00,0.0,0,65.59,280.0,-33.41,31.46,CHARGING,7,560,False,88,21.024518,105.818646,0.0,full
EV_REC_54041,VF8VNF_0038,7,89,2026-01-08T22:15:00,0.0,0,66.25,280.0,-39.48,32.49,CHARGING,7,560,False,89,21.029879,105.833814,0.0,full
EV_REC_54042,VF8VNF_0038,7,90,2026-01-08T22:30:00,0.0,0,67.48,280.0,-35.28,28.31,CHARGING,7,560,False,90,21.018712,105.822999,0.0,full
EV_REC_54043,VF8VNF_0038,7,91,2026-01-08T22:45:00,0.0,0,70.45,280.0,-45.88,32.3,CHARGING,7,560,False,91,21.025166,105.820732,0.0,full
EV_REC_54044,VF8VNF_0038,7,92,2026-01-08T23:00:00,0.0,0,72.23,280.0,-57.39,32.79,CHARGING,7,560,False,92,21.036404,105.830534,0.0,full
EV_REC_54045,VF8VNF_0038,7,93,2026-01-08T23:15:00,0.0,0,74.99,280.0,-57.16,35.76,CHARGING,7,560,False,93,21.024986,105.819064,0.0,full
EV_REC_54046,VF8VNF_0038,7,94,2026-01-08T23:30:00,0.0,0,75.4,280.0,-39.84,32.25,CHARGING,7,560,False,94,21.026462,105.822426,0.0,full
EV_REC_54047,VF8VNF_0038,7,95,2026-01-08T23:45:00,0.0,0,77.05,280.0,-46.06,38.89,CHARGING,7,560,False,95,21.021292,105.811764,0.0,full
EV_REC_54048,VF8VNF_0038,8,0,2026-01-09T00:00:00,0.0,0,52.59,280.0,-40.53,32.57,CHARGING,8,560,False,0,21.019271,105.83984,0.0,full
EV_REC_54049,VF8VNF_0038,8,1,2026-01-09T00:15:00,0.0,0,55.36,280.0,-60.39,30.66,CHARGING,8,560,False,1,21.027701,105.82226,0.0,full
EV_REC_54050,VF8VNF_0038,8,2,2026-01-09T00:30:00,0.0,0,57.06,280.0,-35.86,34.64,CHARGING,8,560,False,2,21.031147,105.821927,0.0,full
EV_REC_54051,VF8VNF_0038,8,3,2026-01-09T00:45:00,0.0,0,58.32,280.0,-44.85,26.24,CHARGING,8,560,False,3,21.026744,105.825698,0.0,full
EV_REC_54052,VF8VNF_0038,8,4,2026-01-09T01:00:00,0.0,0,60.27,280.0,-25.55,26.86,CHARGING,8,560,False,4,21.023322,105.823538,0.0,full
EV_REC_54053,VF8VNF_0038,8,5,2026-01-09T01:15:00,0.0,0,62.24,280.0,-28.0,24.18,CHARGING,8,560,False,5,21.033442,105.818622,0.0,full
EV_REC_54054,VF8VNF_0038,8,6,2026-01-09T01:30:00,0.0,0,61.87,280.0,-44.9,20.0,CHARGING,8,560,False,6,21.02618,105.823386,0.0,full
EV_REC_54055,VF8VNF_0038,8,7,2026-01-09T01:45:00,0.0,0,66.58,280.0,-42.93,32.92,CHARGING,8,560,False,7,21.021374,105.83467,0.0,full
EV_REC_54056,VF8VNF_0038,8,8,2026-01-09T02:00:00,0.0,0,67.29,280.0,-48.64,39.14,CHARGING,8,560,False,8,21.021476,105.820514,0.0,full
EV_REC_54057,VF8VNF_0038,8,9,2026-01-09T02:15:00,0.0,0,69.96,280.0,-36.09,31.2,CHARGING,8,560,False,9,21.027503,105.831001,0.0,full
EV_REC_54058,VF8VNF_0038,8,10,2026-01-09T02:30:00,0.0,0,71.28,280.0,-19.83,29.84,CHARGING,8,560,False,10,21.025596,105.828697,0.0,full
EV_REC_54059,VF8VNF_0038,8,11,2026-01-09T02:45:00,0.0,0,75.58,280.0,-41.02,33.29,CHARGING,8,560,False,11,21.0189,105.824069,0.0,full
EV_REC_54060,VF8VNF_0038,8,12,2026-01-09T03:00:00,0.0,0,75.01,280.0,-31.11,26.42,CHARGING,8,560,False,12,21.033611,105.82562,0.0,full
EV_REC_54061,VF8VNF_0038,8,13,2026-01-09T03:15:00,0.0,0,77.08,280.0,-34.32,29.86,CHARGING,8,560,False,13,21.028977,105.831096,0.0,full
EV_REC_54062,VF8VNF_0038,8,14,2026-01-09T03:30:00,0.0,0,78.61,280.0,-48.33,43.32,CHARGING,8,560,False,14,21.026692,105.825659,0.0,full
EV_REC_54063,VF8VNF_0038,8,15,2026-01-09T03:45:00,0.0,0,80.51,280.0,-34.25,29.01,CHARGING,8,560,False,15,21.028201,105.817644,0.0,full
EV_REC_54064,VF8VNF_0038,8,16,2026-01-09T04:00:00,0.0,0,84.18,280.0,-47.81,31.61,CHARGING,8,560,False,16,21.022953,105.832942,0.0,full
EV_REC_54065,VF8VNF_0038,8,17,2026-01-09T04:15:00,0.0,0,87.13,280.0,-24.23,30.01,CHARGING,8,560,False,17,21.025291,105.823172,0.0,full
EV_REC_54066,VF8VNF_0038,8,18,2026-01-09T04:30:00,0.0,0,87.37,280.0,-37.5,31.65,CHARGING,8,560,False,18,21.019163,105.827256,0.0,full
EV_REC_54067,VF8VNF_0038,8,19,2026-01-09T04:45:00,0.0,0,89.08,280.0,-27.32,37.86,CHARGING,8,560,False,19,21.028883,105.816688,0.0,full
EV_REC_54068,VF8VNF_0038,8,20,2026-01-09T05:00:00,0.0,0,91.45,280.0,-22.8,32.13,CHARGING,8,560,False,20,21.027248,105.82163,0.0,full
EV_REC_54069,VF8VNF_0038,8,21,2026-01-09T05:15:00,0.0,0,89.52,280.0,-46.83,38.08,CHARGING,8,560,False,21,21.02605,105.822392,0.0,full
EV_REC_54070,VF8VNF_0038,8,22,2026-01-09T05:30:00,0.0,0,93.09,280.0,0.49,30.18,IDLE,8,560,False,22,21.029291,105.826456,0.0,full
EV_REC_54071,VF8VNF_0038,8,23,2026-01-09T05:45:00,0.0,0,94.08,280.0,2.43,25.24,IDLE,8,560,False,23,21.019136,105.823572,0.0,full
EV_REC_54072,VF8VNF_0038,8,24,2026-01-09T06:00:00,10.07,557,93.99,280.0,23.9,28.65,DEADHEAD,8,560,False,24,21.064337,105.782361,-0.492,full
EV_REC_54073,VF8VNF_0038,8,25,2026-01-09T06:15:00,28.54,1900,90.29,280.0,14.51,33.67,DEADHEAD,8,560,False,25,20.990749,105.816334,-0.431,full
EV_REC_54074,VF8VNF_0038,8,26,2026-01-09T06:30:00,0.0,0,92.71,280.0,0.96,31.18,IDLE,8,560,False,26,21.035932,105.825329,0.0,full
EV_REC_54075,VF8VNF_0038,8,27,2026-01-09T06:45:00,43.74,3206,90.61,280.0,37.16,28.81,DRIVING_PASSENGER,8,560,False,27,20.984748,105.839723,-0.422,full
EV_REC_54076,VF8VNF_0038,8,28,2026-01-09T07:00:00,0.0,0,88.4,280.0,-0.73,21.77,IDLE,8,560,False,28,21.026627,105.822284,0.0,full
EV_REC_54077,VF8VNF_0038,8,29,2026-01-09T07:15:00,50.75,3470,88.6,280.0,20.32,29.75,DRIVING_PASSENGER,8,560,False,29,20.983572,105.788647,-0.141,full
EV_REC_54078,VF8VNF_0038,8,30,2026-01-09T07:30:00,0.0,0,29.64,280.0,-0.17,33.41,IDLE,8,560,False,30,21.021067,105.822407,0.0,full
EV_REC_54079,VF8VNF_0038,8,31,2026-01-09T07:45:00,42.78,3459,85.23,1500.0,33.22,34.26,DRIVING_PASSENGER,8,560,False,31,20.988342,105.779994,0.104,full
EV_REC_54080,VF8VNF_0038,8,32,2026-01-09T08:00:00,44.43,3219,87.1,280.0,9.03,29.95,DRIVING_PASSENGER,8,560,False,32,21.028986,105.780347,0.241,full
EV_REC_54081,VF8VNF_0038,8,33,2026-01-09T08:15:00,0.0,0,84.84,280.0,-0.9,25.17,IDLE,8,560,False,33,21.028939,105.819077,0.0,full
EV_REC_54082,VF8VNF_0038,8,34,2026-01-09T08:30:00,49.71,3270,81.94,280.0,0.0,40.13,DRIVING_PASSENGER,8,560,False,34,21.01656,105.771134,0.352,full
EV_REC_54083,VF8VNF_0038,8,35,2026-01-09T08:45:00,40.23,3301,82.72,280.0,18.01,31.83,DRIVING_PASSENGER,8,560,False,35,21.077508,105.814265,-0.014,full
EV_REC_54084,VF8VNF_0038,8,36,2026-01-09T09:00:00,0.0,0,29.76,280.0,-1.15,39.38,IDLE,8,560,False,36,21.018515,105.825147,0.0,full
EV_REC_54085,VF8VNF_0038,8,37,2026-01-09T09:15:00,31.3,2532,80.34,280.0,0.0,41.39,DRIVING_PASSENGER,8,560,False,37,21.067602,105.851963,0.288,full
EV_REC_54086,VF8VNF_0038,8,38,2026-01-09T09:30:00,55.98,4239,79.69,280.0,23.46,41.5,DRIVING_PASSENGER,8,560,False,38,21.04142,105.856279,-0.259,full
EV_REC_54087,VF8VNF_0038,8,39,2026-01-09T09:45:00,0.0,0,29.93,280.0,5.12,23.46,IDLE,8,560,False,39,21.025543,105.81989,0.0,full
EV_REC_54088,VF8VNF_0038,8,40,2026-01-09T10:00:00,34.62,2904,77.29,280.0,0.0,31.13,DRIVING_PASSENGER,8,560,False,40,21.014478,105.828218,-0.427,full
EV_REC_54089,VF8VNF_0038,8,41,2026-01-09T10:15:00,0.0,0,77.07,280.0,2.59,39.46,IDLE,8,560,False,41,21.023777,105.819385,0.0,full
EV_REC_54090,VF8VNF_0038,8,42,2026-01-09T10:30:00,51.14,3380,77.66,280.0,0.0,23.2,DRIVING_PASSENGER,8,560,False,42,20.98609,105.834407,-0.463,full
EV_REC_54091,VF8VNF_0038,8,43,2026-01-09T10:45:00,0.0,0,30.99,280.0,-3.5,30.15,IDLE,8,560,False,43,21.015678,105.814844,0.0,full
EV_REC_54092,VF8VNF_0038,8,44,2026-01-09T11:00:00,42.61,3009,75.3,280.0,18.02,24.91,DRIVING_PASSENGER,8,560,False,44,21.069102,105.821048,0.152,full
EV_REC_54093,VF8VNF_0038,8,45,2026-01-09T11:15:00,0.0,0,73.04,280.0,-1.03,33.81,IDLE,8,560,False,45,21.021446,105.824213,0.0,full
EV_REC_54094,VF8VNF_0038,8,46,2026-01-09T11:30:00,0.0,0,29.75,280.0,0.4,28.25,IDLE,8,560,False,46,21.02459,105.827444,0.0,full
EV_REC_54095,VF8VNF_0038,8,47,2026-01-09T11:45:00,0.0,0,30.07,280.0,-0.53,28.21,IDLE,8,560,False,47,21.01859,105.819685,0.0,full
EV_REC_54096,VF8VNF_0038,8,48,2026-01-09T12:00:00,0.0,0,30.61,280.0,1.92,24.81,IDLE,8,560,False,48,21.029253,105.828233,0.0,full
EV_REC_54097,VF8VNF_0038,8,49,2026-01-09T12:15:00,0.0,0,30.46,280.0,3.4,25.86,IDLE,8,560,False,49,21.021375,105.819143,0.0,full
EV_REC_54098,VF8VNF_0038,8,50,2026-01-09T12:30:00,0.0,0,29.09,280.0,1.73,25.4,IDLE,8,560,False,50,21.018936,105.820841,0.0,full
